119	0.77868	0.54668	0.38927	0.43127	0.26544	0.31295	0.57290	0.33924	0.92657	6.71883	0.63165	14.32320	0.31639	0.25985	0.50526	0.99485	0.72307	0.49693	0.27867	0.22136
139	0.66422	0.42798	0.33250	0.38764	0.11313	0.16831	0.54867	0.19146	0.86046	63.30273	0.57747	201.62390	0.18413	0.10883	0.45722	1.08443	9.55975	0.41201	0.18576	0.05726
159	0.67963	0.44488	0.45050	0.82331	0.09530	0.11965	0.90927	0.15468	0.94725	91.57042	0.64315	361.56012	0.17141	0.05910	0.60612	1.03948	11.77681	0.43626	0.33445	0.01982
179	0.70063	0.43660	0.69817	0.89243	0.07713	0.13212	1.04239	0.05912	0.81142	119.19416	1.81888	787.97366	0.13458	0.02321	0.76307	1.17102	12.52560	0.58703	0.51580	0.01000
199	0.31220	0.42908	0.98940	1.43413	0.05833	0.19500	1.82192	0.07916	1.09713	187.23309	4.09815	1480.14641	0.13346	0.00603	0.79648	15.54163	12.56038	0.59569	0.81879	0.00325
219	0.36102	0.43803	1.18254	2.02597	0.05074	0.28778	2.20352	0.19381	1.13209	337.57522	4.68650	2367.39652	0.15455	0.00181	2.30067	26.12174	14.16228	0.77925	1.17956	0.00102
239	0.36165	0.33807	1.39970	2.08991	0.03727	0.43018	4.56602	0.24462	0.96943	378.56499	4.78405	4269.39577	0.19936	0.00089	2.30817	29.71842	14.42734	1.01962	1.29653	0.00048
259	0.38424	0.28867	2.18383	2.21848	0.02611	0.64068	4.74295	0.29318	1.14725	403.45603	9.78181	6888.71604	0.40216	0.00029	2.48453	39.28154	14.19623	1.15662	1.35133	0.00029
279	1.49576	0.32038	2.30725	2.24517	0.02154	0.75048	4.94405	0.35796	1.17386	375.02636	18.94693	10554.14036	0.46762	0.00016	2.74405	41.29046	5.33578	1.37080	1.93730	0.00015
299	1.69261	0.31358	3.19240	1.84325	0.01750	0.80191	5.19734	0.39630	1.11047	350.02774	387.81984	15488.03826	0.55881	0.00011	2.78194	41.52136	3.29209	6.20695	2.29032	0.00007
319	2.00881	0.28710	4.41060	1.83193	0.01481	0.85773	6.44824	0.41485	1.13922	323.44385	386.70740	24791.19214	0.61206	0.00009	2.78682	41.38468	2.80693	6.04465	2.70043	0.00003
339	2.34163	0.29726	4.32176	1.35964	0.00505	0.91842	13.84781	0.41756	0.85161	257.56317	385.28762	33749.01131	0.77338	0.00007	2.74583	27.05545	2.88072	6.11261	3.52143	0.00002
359	2.44370	0.30556	4.36994	0.87903	0.00390	1.20258	20.69117	0.35168	0.75551	108.62901	385.00079	51012.63495	0.79663	0.00005	1.52115	16.49480	1.47467	6.87993	3.27532	0.00001
379	3.29454	0.32689	12.13661	0.88545	0.00347	1.28904	18.73975	0.34880	0.82293	67.71796	385.70442	70877.70189	0.84752	0.00005	1.45590	13.08363	1.63004	6.99344	3.19732	0.00000
399	3.43027	0.33941	12.31691	4.16141	0.00286	3.29937	19.19148	0.40301	0.57810	39.95840	479.93200	103123.18443	0.75756	0.00006	2.36923	4.20822	3.20700	6.92325	3.19149	0.00000
419	2.60286	0.35625	12.99777	4.15071	0.00214	3.61919	18.94201	0.41856	0.47189	18.74824	471.06755	150560.70590	0.99063	0.00006	2.64616	2.04417	6.19557	7.22911	2.58323	0.00000
439	2.66663	0.44435	12.32882	4.88382	0.00200	3.78811	18.41343	0.47848	0.48322	17.18432	103.98335	195851.20016	0.99100	0.00014	2.57257	1.70873	19.34087	2.43161	2.26231	0.00000
459	2.39850	0.51592	11.67790	5.99065	0.00219	4.37832	17.20490	0.80574	0.67066	20.56445	106.59808	276007.27037	3.53915	0.00024	3.03986	73.03432	21.43896	3.09530	1.75859	0.00000
479	2.61274	0.51984	11.90046	6.20746	0.00244	4.69296	9.10347	0.82232	0.66968	24.38689	105.82516	371842.19817	3.67017	0.00040	3.26898	73.06235	26.72680	3.19605	1.64110	0.00000
499	3.21750	1.12189	11.81427	6.19835	0.00222	4.42730	1.90843	0.87857	0.65272	26.96083	123.29793	481879.58860	4.47870	0.00053	3.03766	73.05700	32.88166	4.96879	1.63629	0.00000
519	2.56920	7.50640	14.43648	7.28512	0.00204	4.47280	1.79491	1.11032	0.52892	31.37490	124.30145	628388.96198	4.68996	0.00053	3.59337	73.78436	32.64492	4.89598	1.62486	0.00000
539	2.55478	7.50222	13.44501	5.30779	0.00195	2.51299	1.13838	1.40760	0.54057	37.65042	25.66581	786525.79155	5.15051	0.00053	2.47460	75.19468	31.24005	5.54221	1.58507	0.00000
559	2.42859	7.55320	12.77516	5.66138	0.00182	7.27800	1.19177	2.12444	1.55152	35.27198	25.45076	1026670.76592	6.18294	0.00061	1.89965	75.58413	137.11141	27.31586	10.65836	0.00000
579	2.19774	8.82286	12.56353	5.07973	0.00165	7.46635	1.38343	2.11950	1.55071	40.23080	28.20018	1327991.38827	6.57276	0.00066	1.99866	77.32981	124.26759	27.29207	10.94406	0.00000
599	2.17087	8.87381	11.85922	4.20663	0.00138	16.40330	1.61234	5.86873	1.29874	40.95375	25.58110	1693434.66044	6.77235	0.00068	1.47523	7.79161	122.06900	27.35606	10.95220	0.00000
619	2.25524	8.96507	12.27993	3.96285	0.00087	16.45258	1.97433	6.22528	1.81353	41.34276	25.54374	2050447.00952	6.72631	0.00072	1.39487	8.56972	117.42119	27.78096	10.05075	0.00000
639	2.31107	8.39459	12.23697	4.13826	0.00108	18.30032	2.01852	6.59655	7.44978	48.87396	7.78862	2465856.31642	6.08353	0.00114	1.36562	9.45339	111.92958	25.34383	9.98328	0.00000
659	2.63322	2.04499	1.83300	3.08832	0.00108	20.11933	1.81213	29.00936	7.50375	57.79730	6.25734	3149890.33801	5.87984	0.00113	0.83071	9.05373	113.00438	25.36479	10.00809	0.00000
679	2.77152	2.17762	1.98289	2.45830	0.00169	20.86704	1.98658	28.83522	7.48094	66.60153	5.62350	3913113.00347	5.40794	0.00745	3.86189	7.23330	113.56958	24.90687	10.02831	0.00000
699	2.92758	2.10382	1.89084	2.11961	0.00377	16.39002	2.32533	28.36368	6.79872	80.76188	6.37465	4836697.89461	4.22909	0.00760	4.05810	7.62741	4.76700	2.66983	0.95691	0.00000
719	3.16797	0.77055	1.84969	1.96545	0.00440	19.69661	2.64574	28.42050	6.86579	88.63654	13.31597	5814251.53226	4.71009	0.00849	4.02727	6.22844	5.58878	2.98809	0.58959	0.00000
739	3.36418	0.66943	2.30691	1.81483	0.00475	11.43310	2.94802	26.24523	7.01575	98.88768	13.27607	6889895.79128	1.96595	0.01028	4.09512	4.37651	5.46653	2.28947	0.86614	0.00000
759	3.26908	0.62860	1.70819	1.92428	0.00609	11.66361	2.52705	26.04735	8.32104	106.25821	14.33895	7911709.74173	1.87828	0.01015	3.94257	4.21971	7.09981	1.82225	0.79385	0.00000
779	2.80706	0.66998	1.91463	1.72650	0.00665	12.22021	2.50631	26.02400	2.71733	104.79229	14.33394	9493598.91859	1.70477	0.00982	3.95563	4.25579	6.87448	1.56220	1.00190	0.00000
799	3.01018	0.63373	1.93770	1.66296	0.00743	11.34285	4.91403	3.44984	4.04111	104.63520	14.18528	10752219.09134	1.68657	0.00999	3.91536	6.47763	7.28536	1.26650	1.15192	0.00000
819	3.21880	0.58085	2.11064	0.89219	0.00822	10.95218	5.51664	3.43787	5.50622	104.62698	14.55457	12206248.22497	1.60281	0.01271	1.05902	12.12102	7.05971	1.18266	1.18841	0.00000
839	5.93545	0.56491	2.61955	1.09007	0.00660	11.02770	5.87583	3.71226	6.55297	100.58792	13.71620	13379176.25480	1.59355	0.01299	0.84335	18.06332	7.16896	1.81907	44.49518	0.00000
859	6.21290	0.59126	3.11671	1.10620	0.00636	15.20491	6.66122	3.74005	6.57355	100.33547	2.67832	15197212.30386	0.66511	0.01207	2.19433	20.13417	7.00136	1.46960	44.51581	0.00000
879	6.47826	0.60258	3.09026	1.77428	0.00705	15.15246	6.33779	2.65696	6.48589	99.68348	2.70633	17212120.64740	0.67256	0.01070	2.20310	22.72548	8.14929	1.54519	44.66779	0.00000
899	36.65319	0.52287	2.91175	1.76146	0.00670	24.75275	6.88335	3.36245	4.74987	104.53556	1.58563	19919212.08297	0.55855	0.01069	2.21101	23.34500	6.15708	1.54113	44.97068	0.00000
919	36.38920	0.44323	2.94393	1.74319	0.00680	23.67668	9.55687	3.17036	5.14198	114.10523	1.56466	21762301.18551	0.59268	0.01064	2.26817	23.00726	6.07568	1.51097	44.86920	0.00000
939	35.92032	0.43903	60.28526	1.97083	0.00872	41.71553	9.28026	3.74854	3.92979	119.95254	1.51210	24703467.21936	0.57436	0.01050	3.92362	20.87794	4.34928	12.17475	44.93807	0.00000
959	35.45333	0.34481	60.23452	1.95501	0.00783	41.87415	15.15655	4.68865	2.45222	119.39990	1.22812	27307473.36613	0.59807	0.00156	3.97093	15.42116	4.03143	12.15390	45.04528	0.00000
979	32.48511	0.36680	60.33874	1.87489	0.00820	44.42167	14.63840	4.36656	1.08637	123.50325	1.32108	29760099.18804	0.52418	0.00128	10.98273	9.24067	4.29979	18.64688	1.85913	0.00000
999	31.96549	0.35663	60.41077	4.91765	0.00912	38.79068	16.59386	4.25520	0.96569	127.84562	0.92556	32106478.71753	0.54957	0.00142	9.74071	6.73067	3.22473	36.54194	1.78541	0.00000
1019	31.65499	0.33709	62.51364	4.14352	0.00944	37.86381	20.97934	3.55079	0.94176	133.00727	1.06589	33848076.66038	0.54845	0.00152	9.75420	4.02338	2.58484	36.97216	1.31425	0.00000
1039	1.16391	0.53821	62.73077	4.22971	0.00996	28.02944	29.15910	2.78961	0.99268	123.58015	1.47169	36141152.99936	0.52261	0.00182	9.79399	2.71950	2.20100	36.81950	1.01939	0.00000
1059	1.36713	0.55494	62.94392	4.34827	0.01056	27.07378	35.28672	2.57779	0.56120	115.40164	1.58997	38232063.63891	0.50071	0.00187	9.97448	2.11214	1.62585	41.92405	0.91987	0.00000
1079	1.18200	0.61588	5.42379	4.33730	0.09440	9.80838	37.93370	2.22728	0.38659	106.06965	2.17364	40194595.76925	0.54887	0.00205	9.34705	1.49336	1.64646	31.79322	0.76717	0.00000
1099	1.24812	0.60959	5.47265	4.46966	0.09545	9.70976	33.14915	1.31063	0.38974	105.35726	2.10431	41847965.19310	0.55372	0.00277	10.08168	1.05330	1.43385	41.33354	0.64966	0.00000
1119	1.53907	0.57447	9.15197	4.43453	0.09679	7.57883	33.94918	1.18031	0.54465	99.63510	2.06828	43431928.28570	0.52597	0.00290	3.44839	0.46714	0.88308	35.25703	0.60906	0.00000
1139	1.57198	0.61173	8.60624	1.56022	0.09774	6.14086	32.64165	1.23232	0.54713	97.38518	2.13853	44982543.06046	0.52652	0.00337	3.29379	0.44155	0.84178	18.46669	0.93377	0.00000
1159	1.51950	0.60605	6.34549	2.87016	0.09814	5.87190	29.26927	1.17309	0.50801	91.23290	1.97198	47804493.13814	0.50003	0.01007	4.26626	0.50466	1.09283	19.73938	0.93094	0.00000
1179	1.54377	0.41233	7.64536	3.59081	0.09908	7.33596	35.06081	1.12589	0.36179	95.02737	1.93474	48752957.49093	0.51859	0.01038	4.86654	0.49330	1.17994	20.77139	0.92342	0.00000
1199	1.61613	0.37642	8.60202	3.74360	0.10061	7.04127	31.43750	1.67961	0.36356	100.55475	1.87891	51405776.94202	0.48691	0.01078	4.68636	0.46331	1.18201	23.97135	0.95032	0.00000
1219	1.98512	0.31461	10.81126	3.47576	0.01787	5.57696	30.94623	1.81428	0.31905	105.12301	1.22476	53816894.67769	0.42207	0.01439	6.78873	0.46712	1.16652	29.17335	1.02029	0.00000
1239	1.98439	0.30532	11.13553	3.83008	0.02701	5.92990	31.38880	1.82429	0.49653	105.36476	5.48478	54773722.83156	0.39846	0.01689	20.89687	0.44153	1.98040	24.77903	1.10018	0.00000
1259	1.67464	0.34794	6.83223	4.06387	0.02704	5.15505	36.89620	2.23902	0.35630	103.28936	5.45576	57894161.87414	0.41019	0.05309	22.56477	0.48658	1.99009	25.90190	1.31140	0.00000
1279	2.00254	0.30754	6.95485	3.94196	0.03453	4.46716	44.09496	2.29612	0.33544	102.04344	5.50427	61883294.19364	0.41557	0.05297	24.97511	0.52604	2.00918	25.31742	0.97408	0.00000
1299	2.01641	0.75520	7.05115	2.78340	0.03647	4.56155	55.08814	9.82064	0.32570	102.04447	5.69710	64303928.14445	0.42045	0.04592	25.37824	0.46582	1.42453	24.20943	1.22556	0.00000
1319	2.08238	0.74269	5.76827	1.88412	0.03771	3.75771	44.11751	10.05331	0.32760	109.54386	5.52804	67145241.52212	0.41905	0.04606	31.64302	0.47123	1.37643	25.08441	1.21778	0.00000
1339	2.26328	0.87701	5.47463	1.66489	0.04297	3.63943	39.97079	9.58977	0.38985	113.13796	6.12158	67846927.70201	0.41102	0.04783	45.65221	0.47494	1.52080	17.53351	1.17986	0.00000
1359	2.03669	0.87700	3.99478	1.66964	0.04192	3.27053	39.01511	9.18201	0.46959	114.27431	6.14950	70021642.94832	0.48284	0.04456	58.36136	0.65233	1.50596	11.88800	1.01535	0.00000
1379	2.10356	0.88064	3.35302	1.47981	0.03459	2.42821	36.81723	9.02367	0.68811	119.15308	2.11656	72845231.08191	0.49614	0.04166	46.02392	0.66357	0.66458	8.48966	0.91779	0.00000
1399	2.05836	0.83898	3.30659	1.05690	0.09299	2.03767	34.52723	8.56840	0.66334	131.89411	2.24951	75064454.35023	0.50144	0.00935	45.19459	0.69125	0.65601	11.05831	0.61776	0.00000
1419	1.80289	0.93238	3.52779	0.95291	0.20068	1.98571	25.80958	8.53142	0.85288	137.26473	2.13038	76362204.05153	0.56017	0.00878	42.77658	0.91221	0.81705	12.78595	0.64104	0.00000
1439	1.77876	0.51183	3.10885	1.00783	0.19956	1.82047	18.01360	1.40262	0.86728	143.31886	1.93705	76226832.76144	0.64489	0.00946	42.97937	0.93399	0.64113	13.55857	0.37205	0.00000
1459	1.57807	0.53721	2.88013	1.04153	0.29156	0.71539	85.07333	1.20562	0.87617	138.23426	1.74575	79043293.31379	0.64758	0.01059	37.61607	0.99468	0.62191	12.11002	0.39991	0.00000
1479	1.08014	0.41849	1.79471	0.96554	0.72673	0.73340	86.80703	1.22913	0.84988	140.58394	1.17261	82325634.86876	0.66590	0.00924	25.25928	1.03483	0.54458	11.39855	0.42209	0.00000
1499	0.85803	0.39388	1.10071	1.40932	3.31273	0.99379	88.16731	1.21091	0.83261	143.65383	1.17239	83455485.47448	1.98485	0.00870	9.98604	0.89243	0.56102	11.47914	0.45774	0.00000
1519	0.90278	0.38592	1.22752	1.08830	3.31033	2.08172	96.49543	1.21197	0.44288	142.96606	1.04838	85562735.94482	2.11289	0.00894	7.49164	0.89476	0.55507	10.00256	0.47517	0.00000
1539	0.90184	0.37400	1.24185	1.13659	3.25083	8.18309	94.57266	1.23445	0.43675	138.79630	0.87032	89778007.72141	2.15105	0.00496	11.18634	0.90493	0.67761	7.27436	0.48327	0.00000
1559	0.82556	0.22887	1.04591	1.27002	3.15402	14.80499	97.26230	1.39262	0.58489	136.82894	0.83459	90119006.59609	2.64413	0.00580	14.85436	3.00102	0.55818	5.26100	0.46545	0.00000
1579	0.76333	0.20509	1.04865	1.34029	3.15306	15.71182	93.73960	0.98048	1.21272	134.19208	0.81701	92695964.88765	2.76421	0.00485	14.46619	3.04479	0.59939	5.18563	0.51458	0.00000
1599	0.66683	0.17707	1.35516	1.70882	3.05890	19.08105	26.44183	0.89720	1.25895	135.93947	0.84919	94409577.96855	3.03159	0.00347	16.44681	3.75063	0.80513	4.78967	0.48652	0.00000
